Mortgage ID,Customer ID,Bank ID,Origination Date,Maturity Date,City,State,Property Type,Loan Purpose,Property Value (INR),Original Loan Amount (INR),Down Payment (INR),Loan Term (Years),Interest Rate (%),Rate Type,Current Balance (INR),Monthly EMI (INR),Current LTV (%),Credit Score,Last Payment Date,Last Payment Amount (INR),Next Payment Due Date,Payment Status,Days Past Due,Income to EMI Ratio (%),Auto Debit Enabled,Insurance With Bank
MORT500106,CUST10106,KOTAK001,2023-07-19,2038-07-19,Hyderabad,Telangana,Plot + Construction,Home Purchase,24831000,20563000,4268000,15,9.75,Floating,18175049,217836.74,73.19,764,2026-08-18,222898.03,2026-09-08,Current,0,27.0,Yes,Yes
MORT500107,CUST10107,ICICI001,2022-02-14,2037-02-14,Ahmedabad,Gujarat,Independent House,Home Purchase,7616000,4969000,2647000,15,8.19,Floating,4009897,48032.99,52.65,832,2026-08-03,48310.81,2026-09-04,Current,0,29.9,Yes,Yes
MORT500108,CUST10108,PNB001,2024-12-05,2044-12-05,Jaipur,Rajasthan,Apartment,Home Purchase,13776000,9218000,4558000,20,9.08,Floating,8742696,83411.61,63.46,762,2026-08-04,82627.46,2026-09-03,Current,0,30.1,No,Yes
MORT500109,CUST10109,ICICI001,2021-02-27,2046-02-27,Delhi,Delhi,Villa,Home Purchase,10287000,8669000,1618000,25,9.69,Floating,8048235,76888.86,78.24,810,2026-08-25,76023.24,2026-09-22,Current,0,33.2,Yes,No
MORT500110,CUST10110,AXIS001,2019-05-02,2029-05-02,Hyderabad,Telangana,Villa,Home Purchase,3081000,1819000,1262000,10,8.83,Floating,520621,22875.3,16.9,672,2026-08-12,23126.46,2026-09-06,Current,0,33.8,Yes,Yes
MORT500111,CUST10111,AXIS001,2021-05-19,2036-05-19,Kolkata,West Bengal,Apartment,Home Purchase,7264000,5051000,2213000,15,9.05,Floating,3876125,51380.95,53.36,728,2026-08-12,50810.02,2026-09-14,Current,0,39.1,No,Yes
MORT500112,CUST10112,KOTAK001,2025-08-17,2040-08-17,Bhubaneswar,Odisha,Apartment,Home Construction,7468000,4497000,2971000,15,9.77,Floating,4345694,47694.2,58.19,737,2026-08-13,32860.4,2026-09-03,30_DPD,59,25.6,Yes,Yes
MORT500113,CUST10113,AXIS001,2024-07-02,2039-07-02,Kolkata,West Bengal,Apartment,Home Purchase,11918000,9381000,2537000,15,9.25,Floating,8535953,96548.53,71.62,675,2026-07-20,94929.49,2026-08-21,Current,0,44.2,Yes,No
MORT500114,CUST10114,SBI001,2022-11-21,2047-11-21,Mumbai,Maharashtra,Apartment,Home Purchase,4707000,3278000,1429000,25,8.12,Fixed,3033892,25561.27,64.45,816,2026-07-31,25551.55,2026-08-20,Current,0,25.9,Yes,Yes
MORT500115,CUST10115,HDFC001,2019-08-09,2049-08-09,Chennai,Tamil Nadu,Plot + Construction,Home Purchase,20700000,11860000,8840000,30,10.03,Floating,11108410,104343.01,53.66,850,2026-07-31,103440.26,2026-08-22,Current,0,30.9,Yes,No
MORT500116,CUST10116,KOTAK001,2023-03-05,2048-03-05,Bengaluru,Karnataka,Plot + Construction,Home Purchase,14025000,10576000,3449000,25,7.37,Fixed,9923986,77263.6,70.76,726,2026-08-03,79413.47,2026-09-03,Current,0,37.6,No,No
MORT500117,CUST10117,HDFC001,2024-04-11,2054-04-11,Delhi,Delhi,Apartment,Home Purchase,23702000,18610000,5092000,30,8.4,Floating,18255395,141777.99,77.02,717,2026-08-16,141036.81,2026-09-16,Current,0,47.9,Yes,Yes
MORT500118,CUST10118,KOTAK001,2020-03-17,2035-03-17,Jaipur,Rajasthan,Apartment,Balance Transfer,8366000,4775000,3591000,15,8.61,Floating,3526862,47329.71,42.16,808,2026-09-05,46652.79,2026-09-27,Current,0,45.9,Yes,Yes
MORT500119,CUST10119,KOTAK001,2022-02-11,2032-02-11,Jaipur,Rajasthan,Villa,Home Purchase,4993000,3643000,1350000,10,8.28,Fixed,2221427,44740.47,44.49,791,2026-07-10,45829.74,2026-08-12,Current,0,42.6,Yes,No
MORT500120,CUST10120,PNB001,2024-07-07,2049-07-07,Chennai,Tamil Nadu,Villa,Home Purchase,23176000,14501000,8675000,25,8.55,Floating,14019489,117254.99,60.49,768,2026-07-18,116786.32,2026-08-12,Current,0,25.5,Yes,Yes
MORT500121,CUST10121,PNB001,2022-02-02,2037-02-02,Delhi,Delhi,Villa,Home Purchase,18835000,14980000,3855000,15,8.69,Floating,12241670,149187.09,64.99,850,2026-07-20,147333.96,2026-08-22,Current,0,39.1,No,Yes
MORT500122,CUST10122,SBI001,2019-05-15,2034-05-15,Chennai,Tamil Nadu,Apartment,Home Construction,15056000,11947000,3109000,15,9.88,Floating,8262662,127507.44,54.88,819,2026-08-25,126258.09,2026-09-10,Current,0,23.1,Yes,No
MORT500123,CUST10123,KOTAK001,2025-11-27,2050-11-27,Delhi,Delhi,Independent House,Home Purchase,10943000,7787000,3156000,25,9.77,Floating,7647849,69501.94,69.89,805,2026-08-30,71158.34,2026-09-19,Current,0,33.2,Yes,Yes
MORT500124,CUST10124,AXIS001,2023-04-20,2048-04-20,Bhubaneswar,Odisha,Apartment,Home Purchase,7387000,4368000,3019000,25,7.11,Floating,4116150,31179.3,55.72,803,2026-08-08,30700.69,2026-09-04,Current,0,34.5,Yes,No
MORT500125,CUST10125,AXIS001,2023-10-23,2048-10-23,Pune,Maharashtra,Plot + Construction,Home Purchase,3688000,2567000,1121000,25,9.0,Floating,2438550,21542.17,66.12,714,2026-07-23,21337.35,2026-08-12,Current,0,21.4,Yes,Yes
MORT500126,CUST10126,ICICI001,2023-04-23,2048-04-23,Ahmedabad,Gujarat,Villa,Home Purchase,7807000,5164000,2643000,25,9.62,Fixed,4934181,45549.2,63.2,759,2026-07-28,39691.16,2026-08-17,60_DPD,72,29.6,No,No
MORT500127,CUST10127,SBI001,2024-12-11,2049-12-11,Bengaluru,Karnataka,Villa,Home Purchase,23882000,14589000,9293000,25,10.19,Floating,14280771,134529.37,59.8,850,2026-07-11,138166.23,2026-08-13,Current,0,53.4,Yes,Yes
MORT500128,CUST10128,PNB001,2021-05-05,2041-05-05,Kolkata,West Bengal,Independent House,Home Purchase,12292000,10217000,2075000,20,9.09,Floating,8928192,92517.21,72.63,850,2026-08-06,94208.03,2026-08-24,Current,0,53.4,Yes,Yes
MORT500129,CUST10129,PNB001,2022-09-20,2042-09-20,Kolkata,West Bengal,Plot + Construction,Home Purchase,24024000,13710000,10314000,20,7.99,Fixed,12032551,114590.62,50.09,779,2026-08-23,117139.06,2026-09-16,Current,0,32.3,Yes,Yes
MORT500130,CUST10130,KOTAK001,2022-08-11,2032-08-11,Delhi,Delhi,Independent House,Home Construction,22895000,13549000,9346000,10,8.39,Floating,8814787,167192.16,38.5,747,2026-08-30,123070.3,2026-09-24,30_DPD,47,21.5,Yes,No
MORT500131,CUST10131,SBI001,2024-09-05,2054-09-05,Pune,Maharashtra,Apartment,Home Construction,8272000,6173000,2099000,30,8.88,Floating,6074288,49137.29,73.43,764,2026-06-30,49923.5,2026-08-01,Current,0,26.3,Yes,Yes
MORT500132,CUST10132,KOTAK001,2025-01-17,2055-01-17,Bengaluru,Karnataka,Apartment,Balance Transfer,7617000,5112000,2505000,30,9.59,Floating,5081058,43320.55,66.71,779,2026-08-21,43504.0,2026-09-06,Current,0,33.7,No,Yes
MORT500133,CUST10133,SBI001,2019-02-10,2039-02-10,Delhi,Delhi,Villa,Home Construction,11765000,8768000,2997000,20,7.3,Floating,6803216,69566.04,57.83,749,2026-07-27,71208.27,2026-08-17,Current,0,53.2,Yes,Yes
MORT500134,CUST10134,AXIS001,2022-06-15,2037-06-15,Chennai,Tamil Nadu,Apartment,Home Purchase,22251000,18110000,4141000,15,7.85,Floating,0,171504.02,0.0,835,2026-09-01,116341.26,2026-09-17,Closed,0,24.9,No,No
MORT500135,CUST10135,PNB001,2021-06-07,2041-06-07,Jaipur,Rajasthan,Plot + Construction,Home Purchase,20997000,13945000,7052000,20,10.14,Floating,12328881,135868.3,58.72,745,2026-07-30,138571.5,2026-08-21,Current,0,46.7,Yes,Yes
MORT500136,CUST10136,AXIS001,2022-04-06,2047-04-06,Delhi,Delhi,Plot + Construction,Home Purchase,9627000,7770000,1857000,25,7.97,Floating,7227093,59815.79,75.07,719,2026-08-01,61293.2,2026-08-23,Current,0,23.8,Yes,Yes
MORT500137,CUST10137,HDFC001,2022-06-14,2037-06-14,Bhubaneswar,Odisha,Plot + Construction,Home Purchase,22354000,17684000,4670000,15,10.15,Floating,14818750,191659.24,66.29,823,2026-09-07,193190.17,2026-09-26,Current,0,54.3,Yes,Yes
MORT500138,CUST10138,SBI001,2020-10-05,2050-10-05,Ahmedabad,Gujarat,Independent House,Home Construction,10079000,6440000,3639000,30,7.45,Floating,5917886,44809.13,58.72,838,2026-07-17,44616.59,2026-08-12,Current,0,33.4,Yes,Yes
MORT500139,CUST10139,ICICI001,2022-10-16,2047-10-16,Pune,Maharashtra,Independent House,Balance Transfer,21085000,12233000,8852000,25,7.55,Floating,11307786,90799.02,53.63,848,2026-08-22,92803.17,2026-09-22,Current,0,47.1,No,Yes
MORT500140,CUST10140,HDFC001,2021-01-20,2046-01-20,Ahmedabad,Gujarat,Villa,Home Purchase,4893000,3153000,1740000,25,9.25,Fixed,2926503,27001.72,59.81,742,2026-07-22,27398.85,2026-08-08,Current,0,32.0,Yes,Yes
MORT500141,CUST10141,PNB001,2025-05-03,2050-05-03,Pune,Maharashtra,Independent House,Home Construction,11687000,9090000,2597000,25,7.83,Floating,8880824,69137.5,75.99,807,2026-08-11,69300.17,2026-08-27,Current,0,42.0,Yes,No
MORT500142,CUST10142,ICICI001,2024-03-19,2054-03-19,Delhi,Delhi,Independent House,Home Purchase,4991000,3378000,1613000,30,9.43,Fixed,3314754,28231.69,66.41,779,2026-08-23,29040.22,2026-09-25,Current,0,26.7,Yes,Yes
MORT500143,CUST10143,HDFC001,2022-04-13,2052-04-13,Chennai,Tamil Nadu,Independent House,Home Purchase,18850000,12091000,6759000,30,7.99,Floating,11599249,88635.2,61.53,780,2026-08-25,88939.96,2026-09-09,Current,0,25.1,Yes,Yes
MORT500144,CUST10144,PNB001,2021-09-27,2046-09-27,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,15973000,9094000,6879000,25,9.86,Floating,0,81741.45,0.0,850,2026-07-24,71666.57,2026-08-23,Closed,0,52.8,Yes,Yes
MORT500145,CUST10145,AXIS001,2024-02-21,2044-02-21,Ahmedabad,Gujarat,Independent House,Home Purchase,3932000,3143000,789000,20,7.46,Floating,2941740,25242.98,74.82,813,2026-07-12,25614.62,2026-08-08,Current,0,52.1,Yes,No
MORT500146,CUST10146,PNB001,2025-09-19,2050-09-19,Hyderabad,Telangana,Plot + Construction,Balance Transfer,12476000,9134000,3342000,25,8.96,Floating,9013435,76402.16,72.25,787,2026-08-09,76737.06,2026-09-04,Current,0,51.1,Yes,No
MORT500147,CUST10147,HDFC001,2020-11-23,2050-11-23,Delhi,Delhi,Apartment,Home Purchase,8552000,5748000,2804000,30,7.11,Floating,5255581,38667.16,61.45,747,2026-07-20,38810.79,2026-08-16,Current,0,41.9,Yes,No
MORT500148,CUST10148,ICICI001,2019-01-08,2029-01-08,Delhi,Delhi,Villa,Home Purchase,4931000,3213000,1718000,10,8.9,Floating,988330,40527.24,20.04,646,2026-08-05,18979.03,2026-09-05,60_DPD,68,48.3,Yes,Yes
MORT500149,CUST10149,AXIS001,2019-07-13,2039-07-13,Pune,Maharashtra,Independent House,Home Construction,3509000,2404000,1105000,20,7.62,Floating,1879241,19543.24,53.55,805,2026-09-01,19957.35,2026-09-16,Current,0,22.4,Yes,Yes
MORT500150,CUST10150,AXIS001,2019-11-14,2029-11-14,Hyderabad,Telangana,Plot + Construction,Home Construction,8296000,4711000,3585000,10,9.26,Floating,1844603,60341.86,22.23,750,2026-07-03,59413.46,2026-08-04,Current,0,31.7,Yes,Yes
MORT500151,CUST10151,KOTAK001,2019-12-26,2039-12-26,Jaipur,Rajasthan,Independent House,Home Purchase,19372000,13053000,6319000,20,9.14,Floating,10732935,118619.07,55.4,697,2026-06-30,120029.91,2026-08-03,Current,0,31.0,Yes,Yes
MORT500152,CUST10152,PNB001,2021-08-02,2031-08-02,Bhubaneswar,Odisha,Villa,Home Purchase,11996000,7660000,4336000,10,8.92,Floating,4092231,96702.31,34.11,760,2026-08-05,98856.86,2026-08-25,Current,0,42.2,No,Yes
MORT500153,CUST10153,SBI001,2021-07-09,2041-07-09,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,20252000,13851000,6401000,20,9.69,Floating,12040388,130832.85,59.45,659,2026-09-09,130786.89,2026-09-27,Current,0,32.5,Yes,No
MORT500154,CUST10154,PNB001,2025-04-05,2050-04-05,Pune,Maharashtra,Plot + Construction,Home Purchase,10282000,6132000,4150000,25,9.13,Fixed,5998027,52006.5,58.34,721,2026-08-02,51775.64,2026-08-27,Current,0,25.2,Yes,No
MORT500155,CUST10155,SBI001,2020-04-24,2050-04-24,Chennai,Tamil Nadu,Villa,Home Purchase,12715000,9619000,3096000,30,8.63,Fixed,9018367,74849.82,70.93,790,2026-07-20,74804.86,2026-08-14,Current,0,40.9,Yes,No
MORT500156,CUST10156,HDFC001,2021-05-10,2046-05-10,Mumbai,Maharashtra,Apartment,Balance Transfer,5113000,4278000,835000,25,9.9,Floating,4008470,38573.05,78.4,760,2026-07-15,38093.95,2026-08-13,Current,0,48.5,Yes,Yes
MORT500157,CUST10157,KOTAK001,2024-04-05,2039-04-05,Pune,Maharashtra,Plot + Construction,Home Construction,14959000,10658000,4301000,15,9.73,Floating,9898488,112777.39,66.17,701,2026-07-24,114341.54,2026-08-21,Current,0,33.4,Yes,No
MORT500158,CUST10158,KOTAK001,2022-03-01,2042-03-01,Bengaluru,Karnataka,Plot + Construction,Home Purchase,5632000,3848000,1784000,20,8.64,Floating,3486635,33735.58,61.91,711,2026-08-06,33400.44,2026-09-08,Current,0,24.6,Yes,Yes
MORT500159,CUST10159,SBI001,2019-05-04,2044-05-04,Delhi,Delhi,Plot + Construction,Balance Transfer,5478000,3987000,1491000,25,8.21,Floating,3447419,31329.01,62.93,776,2026-07-21,31433.62,2026-08-24,Current,0,26.9,Yes,Yes
MORT500160,CUST10160,ICICI001,2021-03-26,2051-03-26,Bengaluru,Karnataka,Independent House,Home Construction,13377000,10823000,2554000,30,8.28,Floating,10262776,81537.96,76.72,738,2026-07-21,83652.79,2026-08-15,Current,0,28.3,Yes,No
MORT500161,CUST10161,ICICI001,2023-11-18,2043-11-18,Chennai,Tamil Nadu,Villa,Home Purchase,16048000,11674000,4374000,20,8.6,Floating,10726880,102049.76,66.84,749,2026-08-06,101600.23,2026-09-08,Current,0,30.5,Yes,Yes
MORT500162,CUST10162,SBI001,2025-07-16,2050-07-16,Mumbai,Maharashtra,Plot + Construction,Balance Transfer,23408000,13089000,10319000,25,8.76,Floating,12883592,107699.32,55.04,822,2026-07-26,110879.39,2026-08-24,Current,0,42.5,No,Yes
MORT500163,CUST10163,PNB001,2025-07-03,2050-07-03,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,21268000,16422000,4846000,25,9.47,Fixed,16192067,143136.15,76.13,792,2026-08-31,145448.87,2026-09-23,Current,0,41.0,No,Yes
MORT500164,CUST10164,PNB001,2025-06-11,2045-06-11,Delhi,Delhi,Plot + Construction,Home Purchase,4997000,3960000,1037000,20,7.33,Floating,3853610,31491.12,77.12,784,2026-09-01,32112.31,2026-09-17,Current,0,44.4,Yes,No
MORT500165,CUST10165,KOTAK001,2020-08-15,2035-08-15,Delhi,Delhi,Villa,Home Purchase,21927000,14700000,7227000,15,7.58,Floating,10273858,136939.95,46.85,745,2026-07-25,138333.27,2026-08-21,Current,0,32.7,Yes,No
MORT500166,CUST10166,AXIS001,2024-01-23,2044-01-23,Mumbai,Maharashtra,Apartment,Balance Transfer,12610000,9152000,3458000,20,7.33,Floating,8697676,72779.48,68.97,649,2026-08-23,73334.43,2026-09-21,Current,0,48.8,No,Yes
MORT500167,CUST10167,SBI001,2020-12-23,2035-12-23,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,22345000,17812000,4533000,15,7.96,Floating,13064303,169809.69,58.47,760,2026-09-02,174018.65,2026-09-22,Current,0,27.1,Yes,No
MORT500168,CUST10168,PNB001,2023-12-25,2038-12-25,Hyderabad,Telangana,Plot + Construction,Balance Transfer,23445000,18709000,4736000,15,8.88,Fixed,16590777,188425.91,70.76,759,2026-07-23,188636.8,2026-08-19,Current,0,36.4,No,Yes
MORT500169,CUST10169,HDFC001,2021-05-17,2046-05-17,Kolkata,West Bengal,Independent House,Home Purchase,13611000,9069000,4542000,25,9.32,Floating,8372522,78103.78,61.51,790,2026-08-18,80254.65,2026-09-12,Current,0,48.0,Yes,Yes
MORT500170,CUST10170,AXIS001,2022-03-19,2042-03-19,Pune,Maharashtra,Villa,Home Construction,3584000,2358000,1226000,20,8.68,Floating,2105278,20732.7,58.74,740,2026-08-28,20701.4,2026-09-14,Current,0,26.3,No,No
MORT500171,CUST10171,SBI001,2020-05-13,2040-05-13,Bengaluru,Karnataka,Villa,Home Purchase,18692000,12362000,6330000,20,9.4,Floating,10512739,114424.0,56.24,795,2026-08-02,115863.68,2026-08-24,Current,0,23.8,Yes,No
MORT500172,CUST10172,SBI001,2022-12-21,2047-12-21,Bengaluru,Karnataka,Independent House,Home Purchase,13033000,9433000,3600000,25,7.24,Fixed,8688863,68121.61,66.67,801,2026-08-26,67099.33,2026-09-21,Current,0,50.9,No,No
MORT500173,CUST10173,AXIS001,2024-08-02,2034-08-02,Delhi,Delhi,Plot + Construction,Home Construction,5298000,3571000,1727000,10,8.37,Floating,3073367,44027.39,58.01,810,2026-09-06,44824.97,2026-09-26,Current,0,32.0,Yes,Yes
MORT500174,CUST10174,AXIS001,2022-10-12,2037-10-12,Kolkata,West Bengal,Apartment,Home Purchase,2881000,2250000,631000,15,7.48,Floating,1824037,20832.21,63.31,707,2026-08-10,21185.35,2026-08-25,Current,0,43.9,Yes,No
MORT500175,CUST10175,SBI001,2021-05-04,2041-05-04,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,22283000,16772000,5511000,20,9.71,Floating,14782155,158644.18,66.34,708,2026-08-11,162906.78,2026-09-03,Current,0,20.9,No,Yes
MORT500176,CUST10176,HDFC001,2022-07-12,2032-07-12,Delhi,Delhi,Independent House,Home Construction,24050000,20029000,4021000,10,10.22,Floating,14188321,267130.78,59.0,723,2026-07-31,270065.67,2026-08-26,Current,0,44.2,Yes,No
MORT500177,CUST10177,SBI001,2021-03-11,2051-03-11,Bengaluru,Karnataka,Apartment,Balance Transfer,14363000,11805000,2558000,30,9.12,Fixed,11329179,96006.75,78.88,751,2026-07-23,97398.85,2026-08-15,Current,0,31.1,Yes,Yes
MORT500178,CUST10178,PNB001,2022-04-09,2042-04-09,Bhubaneswar,Odisha,Villa,Home Purchase,5521000,4623000,898000,20,7.86,Floating,4073327,38266.8,73.78,782,2026-08-21,19446.6,2026-09-22,90+_DPD,95,22.0,Yes,No
MORT500179,CUST10179,HDFC001,2023-08-12,2048-08-12,Delhi,Delhi,Independent House,Home Purchase,17673000,10447000,7226000,25,8.76,Floating,9905609,85960.33,56.05,775,2026-09-01,85356.64,2026-09-27,Current,0,41.3,Yes,Yes
MORT500180,CUST10180,AXIS001,2025-06-22,2035-06-22,Bhubaneswar,Odisha,Villa,Home Purchase,2819000,2252000,567000,10,8.22,Floating,2100464,27585.47,74.51,714,2026-07-12,23829.8,2026-08-08,60_DPD,61,28.4,No,Yes
MORT500181,CUST10181,SBI001,2021-07-17,2036-07-17,Hyderabad,Telangana,Villa,Home Construction,15214000,11890000,3324000,15,7.14,Floating,8739675,107803.47,57.44,794,2026-07-28,107381.26,2026-08-21,Current,0,33.5,Yes,Yes
MORT500182,CUST10182,HDFC001,2021-06-05,2036-06-05,Chennai,Tamil Nadu,Villa,Home Purchase,11562000,9462000,2100000,15,9.94,Fixed,0,101332.1,0.0,748,2026-09-04,86801.56,2026-09-19,Closed,0,22.8,No,Yes
MORT500183,CUST10183,SBI001,2023-03-03,2053-03-03,Bhubaneswar,Odisha,Villa,Home Purchase,15485000,10176000,5309000,30,7.89,Floating,9866763,73889.04,63.72,835,2026-08-30,76011.03,2026-09-26,Current,0,25.2,Yes,Yes
MORT500184,CUST10184,AXIS001,2019-05-26,2049-05-26,Chennai,Tamil Nadu,Villa,Balance Transfer,5834000,4398000,1436000,30,8.46,Floating,4041532,33692.22,69.28,691,2026-07-10,33494.27,2026-08-12,Current,0,30.4,Yes,No
MORT500185,CUST10185,ICICI001,2025-10-08,2045-10-08,Ahmedabad,Gujarat,Apartment,Home Purchase,19670000,15676000,3994000,20,8.82,Floating,15188281,139231.44,77.22,801,2026-09-07,138502.16,2026-09-25,Current,0,23.1,Yes,Yes
MORT500186,CUST10186,KOTAK001,2025-08-27,2050-08-27,Mumbai,Maharashtra,Villa,Home Purchase,9974000,7561000,2413000,25,9.16,Floating,7464366,64282.11,74.84,670,2026-07-18,64363.2,2026-08-21,Current,0,51.9,Yes,No
MORT500187,CUST10187,HDFC001,2024-09-25,2044-09-25,Delhi,Delhi,Apartment,Home Construction,3880000,2556000,1324000,20,7.73,Floating,2408026,20951.92,62.06,758,2026-07-09,16716.03,2026-08-04,30_DPD,51,20.2,Yes,Yes
MORT500188,CUST10188,SBI001,2020-02-05,2045-02-05,Hyderabad,Telangana,Independent House,Home Purchase,20878000,12620000,8258000,25,9.94,Floating,0,114144.69,0.0,747,2026-08-31,51031.06,2026-09-22,Closed,0,36.9,No,Yes
MORT500189,CUST10189,SBI001,2020-09-17,2050-09-17,Bhubaneswar,Odisha,Plot + Construction,Home Purchase,3455000,2175000,1280000,30,8.03,Floating,2022187,16004.89,58.53,840,2026-07-04,16431.36,2026-08-04,Current,0,24.3,Yes,Yes
MORT500190,CUST10190,KOTAK001,2025-11-06,2050-11-06,Ahmedabad,Gujarat,Villa,Home Purchase,18128000,13935000,4193000,25,7.96,Floating,13586912,107183.6,74.95,777,2026-07-17,108604.57,2026-08-06,Current,0,30.8,Yes,Yes
MORT500191,CUST10191,KOTAK001,2019-12-16,2039-12-16,Mumbai,Maharashtra,Villa,Home Purchase,23810000,16640000,7170000,20,7.61,Floating,13212235,135172.15,55.49,774,2026-09-05,136246.64,2026-09-23,Current,0,52.4,No,Yes
MORT500192,CUST10192,AXIS001,2019-01-08,2029-01-08,Pune,Maharashtra,Plot + Construction,Home Purchase,13858000,10609000,3249000,10,7.66,Floating,3864977,126818.4,27.89,742,2026-07-18,129410.51,2026-08-11,Current,0,25.7,Yes,Yes
MORT500193,CUST10193,HDFC001,2024-03-25,2049-03-25,Pune,Maharashtra,Apartment,Home Construction,8136000,6000000,2136000,25,9.72,Floating,5863369,53342.28,72.07,763,2026-07-10,53932.49,2026-08-05,Current,0,53.8,No,Yes
MORT500194,CUST10194,PNB001,2024-05-22,2039-05-22,Mumbai,Maharashtra,Villa,Home Purchase,10507000,6043000,4464000,15,9.23,Floating,5437833,62121.7,51.75,724,2026-07-20,62872.54,2026-08-04,Current,0,27.2,Yes,Yes
MORT500195,CUST10195,SBI001,2024-07-19,2049-07-19,Ahmedabad,Gujarat,Independent House,Home Purchase,16025000,13575000,2450000,25,10.07,Floating,13205652,124026.63,82.41,758,2026-09-07,90948.39,2026-09-26,90+_DPD,155,46.0,No,Yes
MORT500196,CUST10196,ICICI001,2019-11-17,2039-11-17,Chennai,Tamil Nadu,Apartment,Balance Transfer,8446000,5166000,3280000,20,7.95,Floating,4003685,43049.88,47.4,745,2026-09-01,43470.39,2026-09-26,Current,0,39.1,Yes,Yes
MORT500197,CUST10197,SBI001,2022-11-09,2037-11-09,Delhi,Delhi,Apartment,Home Purchase,15979000,11778000,4201000,15,7.94,Floating,9805228,112149.12,61.36,825,2026-08-09,111305.33,2026-08-27,Current,0,51.0,No,Yes
MORT500198,CUST10198,AXIS001,2021-10-25,2036-10-25,Hyderabad,Telangana,Villa,Home Purchase,23757000,18316000,5441000,15,7.74,Floating,13959826,172299.17,58.76,815,2026-07-29,168985.81,2026-08-13,Current,0,39.4,Yes,No
MORT500199,CUST10199,KOTAK001,2022-03-01,2037-03-01,Bengaluru,Karnataka,Villa,Home Construction,18829000,13843000,4986000,15,7.78,Floating,11273072,130538.79,59.87,850,2026-08-29,129616.61,2026-09-27,Current,0,38.7,Yes,No
MORT500200,CUST10200,HDFC001,2020-03-24,2035-03-24,Bengaluru,Karnataka,Apartment,Home Purchase,14805000,11122000,3683000,15,7.74,Floating,7801728,104624.99,52.7,759,2026-07-22,102686.84,2026-08-20,Current,0,26.8,Yes,No
MORT500201,CUST10201,PNB001,2021-02-08,2041-02-08,Jaipur,Rajasthan,Apartment,Home Purchase,12057000,7410000,4647000,20,8.97,Floating,6464221,66526.79,53.61,745,2026-07-16,66518.3,2026-08-13,Current,0,25.8,Yes,Yes
MORT500202,CUST10202,AXIS001,2021-08-19,2046-08-19,Bengaluru,Karnataka,Independent House,Home Purchase,12119000,7415000,4704000,25,8.15,Floating,6723763,57968.93,55.48,809,2026-09-08,31826.69,2026-09-24,30_DPD,38,52.1,Yes,No
MORT500203,CUST10203,ICICI001,2022-02-11,2052-02-11,Hyderabad,Telangana,Independent House,Home Purchase,3940000,3142000,798000,30,8.5,Floating,3011730,24159.26,76.44,668,2026-08-06,24015.56,2026-09-04,Current,0,31.5,Yes,No
MORT500204,CUST10204,HDFC001,2019-01-06,2034-01-06,Pune,Maharashtra,Plot + Construction,Balance Transfer,6110000,3490000,2620000,15,9.19,Floating,2321602,35793.45,38.0,849,2026-09-02,36519.78,2026-09-19,Current,0,33.0,Yes,No
MORT500205,CUST10205,HDFC001,2021-08-10,2041-08-10,Kolkata,West Bengal,Apartment,Balance Transfer,10530000,6909000,3621000,20,9.59,Floating,6079463,64807.54,57.73,753,2026-09-05,64262.45,2026-09-26,Current,0,46.6,Yes,Yes
MORT500206,CUST10206,KOTAK001,2024-03-13,2044-03-13,Pune,Maharashtra,Villa,Home Purchase,6862000,5542000,1320000,20,9.74,Floating,5286783,52530.35,77.04,778,2026-07-30,51900.95,2026-08-22,Current,0,31.9,Yes,No
MORT500207,CUST10207,SBI001,2024-04-15,2044-04-15,Mumbai,Maharashtra,Independent House,Home Purchase,12166000,9394000,2772000,20,8.78,Floating,8819456,83195.69,72.49,780,2026-08-18,85199.3,2026-09-11,Current,0,53.3,Yes,No
MORT500208,CUST10208,HDFC001,2021-04-02,2041-04-02,Delhi,Delhi,Villa,Home Construction,16174000,10086000,6088000,20,8.33,Fixed,8818178,86446.48,54.52,658,2026-09-02,88980.43,2026-09-24,Current,0,45.8,Yes,Yes
MORT500209,CUST10209,SBI001,2019-03-03,2044-03-03,Bengaluru,Karnataka,Apartment,Home Purchase,18298000,11006000,7292000,25,8.4,Floating,9673396,87882.84,52.87,790,2026-07-31,86752.85,2026-08-21,Current,0,40.9,Yes,No
MORT500210,CUST10210,AXIS001,2023-10-17,2043-10-17,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,19892000,16618000,3274000,20,9.03,Floating,15261614,149837.24,76.72,850,2026-07-21,151999.63,2026-08-15,Current,0,50.8,Yes,Yes
MORT500211,CUST10211,KOTAK001,2022-09-24,2047-09-24,Ahmedabad,Gujarat,Independent House,Home Purchase,12964000,10530000,2434000,25,7.5,Floating,9778551,77815.77,75.43,817,2026-07-15,78073.77,2026-08-13,Current,0,21.7,Yes,Yes
MORT500212,CUST10212,PNB001,2020-03-16,2035-03-16,Hyderabad,Telangana,Villa,Home Purchase,3445000,2390000,1055000,15,9.44,Floating,1683095,24870.51,48.86,850,2026-08-02,25011.49,2026-08-18,Current,0,29.0,Yes,Yes
